City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
285,yanam,92,IN,1531427666,95,16.73,82.22,77.04,20.83
286,turukhansk,20,RU,1531427666,64,65.8,87.96,55.53,8.93
287,hirara,56,JP,1531427666,100,24.8,125.28,82.17,14.63
288,nassjo,0,SE,1531426800,72,57.65,14.7,62.6,4.38
289,kimbe,0,PG,1531427666,100,-5.56,150.15,78.66,5.91
290,ilulissat,40,GL,1531425000,70,69.22,-51.1,44.6,6.93
291,yantal,8,RU,1531427667,95,56.85,105.25,56.97,3.78
292,kisanga,0,CD,1531427667,63,-11.72,27.4,55.44,5.79
293,hailar,0,CN,1531427667,89,49.2,119.7,56.16,10.54
294,newport,64,GB,1531426800,72,51.59,-3.0,68.0,6.93
295,eyl,0,SO,1531427668,62,7.98,49.82,85.77,25.41
296,taiyuan,90,CN,1531425600,94,37.86,112.56,69.8,4.47
297,wakkanai,92,JP,1531427669,97,45.41,141.67,58.14,4.34
298,shingu,24,JP,1531427669,93,33.72,135.99,79.29,4.05
299,te anau,24,NZ,1531427669,70,-45.41,167.72,27.72,5.57
300,batemans bay,36,AU,1531427669,100,-35.71,150.18,44.64,8.81
301,mahebourg,40,MU,1531425600,60,-20.41,57.7,71.6,9.17
302,san quintin,92,PH,1531427670,93,17.54,120.52,70.29,2.55
303,kedrovyy,0,RU,1531425600,93,56.17,91.82,57.2,2.71
304,las juntas,92,CR,1531427670,66,10.28,-84.96,85.23,4.79
305,xichang,68,CN,1531427670,96,27.88,102.25,59.67,1.36
306,hami,32,CN,1531427670,41,42.84,93.51,68.22,4.05
307,muravlenko,44,RU,1531427671,67,63.79,74.5,58.05,11.88
308,lasa,75,CY,1531425600,83,34.92,32.53,80.6,9.17
309,nanortalik,92,GL,1531427671,96,60.14,-45.24,37.44,9.42
310,phuthaditjhaba,0,ZA,1531427671,68,-28.53,28.82,21.96,2.48
311,leh,92,IN,1531427671,99,34.16,77.58,35.37,1.48
312,clyde river,75,CA,1531425600,71,70.47,-68.59,50.0,12.75
313,jasper,56,US,1531425360,47,33.83,-87.28,96.8,3.04
314,fare,88,PF,1531427672,98,-16.7,-151.02,80.19,22.84
315,watsa,0,CD,1531427672,92,3.04,29.53,65.97,1.48
316,yzeure,0,FR,1531425600,49,46.57,3.36,68.0,2.37
317,mayo,75,CA,1531425600,76,63.59,-135.9,55.4,4.7
318,san andres,88,PH,1531427517,100,13.32,122.68,80.01,7.25
319,palmer,75,US,1531425360,76,61.6,-149.11,60.8,5.82
320,faanui,92,PF,1531422000,66,-16.48,-151.75,86.0,5.82
321,byron bay,0,AU,1531425600,100,-28.65,153.62,51.8,5.82
322,plettenberg bay,76,ZA,1531427674,100,-34.05,23.37,58.05,19.55
323,robertsport,88,LR,1531427675,100,6.75,-11.37,77.22,6.29
324,nortelandia,0,BR,1531427675,80,-14.45,-56.8,76.68,2.77
325,puerto del rosario,40,ES,1531425600,78,28.5,-13.86,71.6,16.11
326,narok,76,KE,1531427675,97,-1.09,35.87,57.6,3.49
327,yulara,0,AU,1531425600,44,-25.24,130.99,37.4,6.93
328,patan,8,NP,1531427676,91,27.67,85.33,68.31,2.1
329,anloga,20,GH,1531425600,83,5.79,0.9,78.8,13.87
330,ancud,92,CL,1531427676,98,-41.87,-73.83,51.39,6.91
331,parfenyevo,56,RU,1531427676,86,58.48,43.41,65.7,7.92
332,yichang,92,CN,1531427677,100,30.77,111.32,74.61,3.49
333,port lincoln,0,AU,1531427677,100,-34.72,135.86,41.13,4.9
334,port macquarie,0,AU,1531425600,86,-31.43,152.91,41.0,6.93
335,mackay,75,CA,1531425600,49,53.65,-115.58,73.4,4.7
336,naze,75,NG,1531425600,88,5.43,7.07,75.2,4.23
337,okato,88,NZ,1531427678,100,-39.19,173.88,51.39,4.5
338,pundaguitan,92,PH,1531427678,100,6.37,126.17,81.45,5.57
339,semenivka,36,UA,1531427678,74,52.18,32.58,70.92,3.22
340,astrea,36,CO,1531427679,30,9.5,-73.98,100.8,4.61
341,dingle,80,PH,1531427679,99,11.0,122.67,73.08,2.89
342,guder,76,ET,1531427679,97,8.97,37.77,53.55,1.21
343,kieta,88,PG,1531427679,100,-6.22,155.63,77.22,7.25
344,normandin,20,CA,1531425600,53,48.84,-72.53,71.6,5.82
345,lamar,20,US,1531425180,22,38.09,-102.62,98.6,18.34
346,tautira,20,PF,1531425600,69,-17.73,-149.15,80.6,4.7
347,warrnambool,36,AU,1531427542,100,-38.38,142.48,45.81,7.4
348,lahad datu,92,MY,1531427680,97,5.02,118.33,75.78,2.33
349,farah,0,AF,1531427680,16,32.37,62.11,85.32,10.65
350,nome,40,US,1531426500,52,30.04,-94.42,93.2,6.93
351,faya,5,SA,1531425600,46,18.39,42.45,73.4,4.7
352,defiance,1,US,1531426500,35,41.28,-84.36,87.8,4.61
353,ngunguru,64,NZ,1531427681,100,-35.62,174.5,56.61,11.27
354,ambon,0,FR,1531425600,57,47.55,-2.56,75.2,3.36
355,tambun,75,MY,1531422000,83,4.62,101.14,78.8,3.36
356,zhangye,0,CN,1531427681,52,38.94,100.46,59.85,4.38
357,boa vista,40,BR,1531425600,62,2.82,-60.67,86.0,4.7
358,souillac,0,FR,1531425600,41,45.6,-0.6,75.2,5.82
359,san ignacio,90,CL,1531425600,87,-36.8,-72.03,53.6,2.24
360,hualmay,64,PE,1531427683,65,-11.1,-77.61,69.75,6.4
361,sabang,92,PH,1531427683,100,13.72,123.58,76.05,3.22
362,aykhal,100,RU,1531427683,68,65.95,111.51,54.63,7.07
363,ribas do rio pardo,12,BR,1531427684,42,-20.45,-53.76,73.89,5.5
364,hay river,75,CA,1531425600,46,60.82,-115.79,71.6,8.05
365,san patricio,56,PY,1531427684,78,-26.98,-56.83,60.84,2.21
366,anadyr,90,RU,1531425600,81,64.73,177.51,50.0,11.18
367,troitskoye,64,RU,1531427684,75,52.98,84.68,67.59,2.55
368,solnechnyy,92,RU,1531427685,86,50.72,136.64,69.21,2.37
369,dudinka,0,RU,1531427685,57,69.41,86.18,46.8,13.85
370,dzaoudzi,0,YT,1531425600,78,-12.79,45.27,75.2,3.36
371,baykit,48,RU,1531427685,89,61.68,96.39,55.62,2.48
372,dakar,20,SN,1531422000,74,14.69,-17.45,84.2,11.41
373,trairi,36,BR,1531427590,100,-3.28,-39.27,79.92,21.68
374,vrangel,12,RU,1531427452,87,42.73,133.08,59.49,8.52
375,vangaindrano,92,MG,1531427686,95,-23.35,47.6,62.64,4.56
376,west bay,20,GB,1531426800,88,50.71,-2.76,66.2,6.93
377,rocha,0,UY,1531427686,71,-34.48,-54.34,54.09,10.09
378,mier,0,IT,1531425000,83,46.13,12.19,78.8,2.24
379,wawa,68,NG,1531427687,91,9.9,4.41,73.44,8.59
380,codrington,0,AU,1531427687,86,-28.95,153.24,40.14,3.04
381,rapid valley,90,US,1531426500,88,44.06,-103.15,73.4,9.82
382,gunjur,75,GM,1531422000,78,13.18,-16.76,82.4,10.29
383,svetlogorsk,40,RU,1531425600,82,53.14,59.15,60.8,8.95
384,jaciara,8,BR,1531427688,36,-15.95,-54.98,82.35,2.89
385,ponta delgada,40,PT,1531425600,68,37.73,-25.67,69.8,14.99
386,padang,0,ID,1531427688,100,-0.92,100.36,81.45,0.54
387,sawtell,0,AU,1531425420,100,-30.38,153.1,39.2,5.82
388,muros,20,ES,1531425600,68,42.77,-9.06,69.8,6.93
389,kidal,0,ML,1531427689,22,18.44,1.41,88.74,8.75
390,peace river,75,CA,1531425600,49,56.23,-117.29,69.8,2.24
391,marawi,92,PH,1531427689,97,8.0,124.29,67.59,1.81
392,hohhot,20,CN,1531425600,82,40.81,111.65,68.0,4.47
393,zlobin,0,HR,1531427400,88,45.29,14.65,69.8,4.7
394,dolinsk,90,RU,1531425600,100,47.32,142.8,55.4,2.24
395,quatre cocos,40,MU,1531425600,60,-20.21,57.76,71.6,9.17
396,russell,0,AR,1531425600,48,-33.01,-68.8,60.8,1.03
397,diapaga,8,BF,1531427690,84,12.07,1.79,77.85,7.58
398,the valley,20,AI,1531425600,58,18.22,-63.06,86.0,16.11
399,kamenka,76,RU,1531427691,65,53.19,44.05,68.85,5.28
400,benguela,20,AO,1531427691,100,-12.58,13.4,68.76,7.85
401,junction city,1,US,1531426080,24,39.03,-96.83,102.2,17.22
402,dmitriyevka,100,GE,1531427692,100,43.08,41.0,69.21,1.54
403,navoi,75,IT,1531425000,83,46.17,11.83,78.8,1.12
404,christchurch,0,NZ,1531425600,92,-43.53,172.64,26.6,1.12
405,necochea,0,AR,1531427408,69,-38.55,-58.74,53.28,16.31
406,fianarantsoa,8,MG,1531427693,86,-21.45,47.09,51.3,7.52
407,pyapon,92,MM,1531427693,100,16.29,95.68,75.51,9.86
408,nantucket,1,US,1531426500,64,41.28,-70.1,75.2,5.82
409,sur,0,OM,1531427694,81,22.57,59.53,89.91,6.8
410,hambantota,36,LK,1531427694,98,6.12,81.12,80.37,15.97
411,faranah,92,GN,1531427694,99,10.04,-10.74,68.94,5.5
412,itoman,75,JP,1531426800,94,26.12,127.67,80.6,5.82
413,lavrentiya,0,RU,1531427695,95,65.58,-170.99,43.74,4.27
414,micheweni,20,TZ,1531427695,96,-4.97,39.83,79.2,17.69
415,naugachhia,68,IN,1531427695,88,25.4,87.1,81.72,7.58
416,nalut,0,LY,1531427695,27,31.86,10.98,84.96,8.03
417,alyangula,0,AU,1531427695,100,-13.85,136.42,71.73,9.64
418,ruteng,0,ID,1531427695,95,-8.61,120.46,64.35,3.22
419,avera,40,US,1531425300,65,33.19,-82.53,96.8,3.36
420,praia,40,BR,1531425600,38,-20.25,-43.81,75.2,4.7
421,luwuk,68,ID,1531427696,100,-0.95,122.79,74.25,6.29
422,skibbereen,75,IE,1531425600,56,51.55,-9.27,68.0,10.29
423,karangampel,0,ID,1531427697,100,-6.46,108.44,75.6,15.57
424,acari,36,BR,1531427697,73,-6.44,-36.64,74.07,14.34
425,roma,0,IT,1531425000,73,41.89,12.48,77.0,3.36
426,buta,32,CD,1531427697,94,2.79,24.73,71.37,2.33
427,zemio,0,CF,1531427698,91,5.02,25.13,70.92,2.21
428,constitucion,75,MX,1531424700,31,23.99,-104.67,78.8,9.17
429,grand-lahou,64,CI,1531427698,82,5.24,-5.0,76.68,8.03
430,ludesti,8,RO,1531427698,85,44.87,25.23,66.06,2.33
431,lima,88,PE,1531427684,58,-12.06,-77.04,66.42,3.0
432,senhora da hora,20,PT,1531425600,88,41.19,-8.65,66.2,5.82
433,toamasina,75,MG,1531425600,88,-18.17,49.38,66.2,9.17
434,hoquiam,1,US,1531425180,64,46.98,-123.89,82.4,12.75
435,itaqui,0,BR,1531427699,74,-29.13,-56.55,59.31,4.83
436,mosquera,40,CO,1531425600,48,4.71,-74.23,66.2,12.75
437,vila franca do campo,40,PT,1531425600,68,37.72,-25.43,69.8,14.99
438,washington,40,US,1531425420,31,38.9,-77.04,89.6,4.7
439,san felipe,44,CL,1531425600,32,-32.75,-70.73,66.2,5.82
440,port blair,92,IN,1531427701,99,11.67,92.75,82.35,24.58
441,turayf,0,SA,1531425600,28,31.68,38.65,82.4,13.87
442,richards bay,0,ZA,1531427701,62,-28.77,32.06,69.21,14.45
443,andrushivka,44,UA,1531427701,85,50.03,29.02,66.51,7.29
444,tilichiki,0,RU,1531427701,79,60.47,166.1,58.59,3.38
445,jatai,64,IN,1531427702,82,28.97,76.18,83.52,10.42
446,tanete,88,ID,1531427702,97,-3.94,119.78,73.44,5.01
447,halifax,75,CA,1531426140,44,44.65,-63.58,75.2,9.17
448,balkhash,44,KZ,1531427702,100,46.84,74.98,70.65,0.54
449,longyearbyen,75,NO,1531425000,75,78.22,15.63,42.8,18.34
450,frankfort,1,US,1531425300,45,38.2,-84.87,87.8,4.7
451,paamiut,20,GL,1531427703,95,61.99,-49.67,40.59,10.87
452,khorramshahr,0,IR,1531425600,22,30.43,48.18,100.4,11.41
453,ishigaki,36,JP,1531427703,97,24.34,124.16,83.07,14.9
454,srednekolymsk,0,RU,1531427703,92,67.46,153.71,68.31,2.82
455,pogranichnyy,0,RU,1531427704,90,44.41,131.38,70.47,3.71
456,aconibe,92,GQ,1531427704,96,1.29,10.94,69.12,3.0
457,mitsamiouli,20,KM,1531425600,68,-11.38,43.28,71.6,2.24
458,boden,0,SE,1531426800,68,65.83,21.69,66.2,3.36
459,dom pedrito,0,BR,1531425600,48,-30.98,-54.67,60.8,6.93
460,takoradi,100,GH,1531427705,100,4.89,-1.75,75.51,7.81
461,lazaro cardenas,75,MX,1531424400,37,28.39,-105.62,84.2,11.41
462,batagay-alyta,20,RU,1531427705,88,67.8,130.41,50.49,2.48
463,port moresby,90,PG,1531422000,94,-9.47,147.16,77.0,9.17
464,xai-xai,0,MZ,1531427706,100,-25.04,33.64,66.69,12.55
465,soyo,12,AO,1531427706,92,-6.13,12.37,70.47,5.23
466,grindavik,75,IS,1531425600,87,63.84,-22.43,50.0,12.75
467,paracuru,20,BR,1531425600,74,-3.41,-39.03,80.6,17.22
468,batman,0,TR,1531425000,39,37.88,41.13,80.6,1.12
469,kuusamo,0,FI,1531426800,51,65.96,29.19,62.6,5.82
470,shangrao,0,CN,1531427707,78,28.45,117.97,76.23,5.35
471,sovetskiy,0,RU,1531427707,97,56.76,48.47,61.02,2.89
472,belaya gora,92,RU,1531427707,97,68.54,146.19,49.05,16.46
473,chaihe,48,CN,1531427707,91,44.77,129.68,70.29,5.23
474,ewa beach,40,US,1531425420,51,21.32,-158.01,84.2,9.17
475,emet,0,TR,1531427708,93,39.34,29.26,58.77,2.33
476,deputatskiy,0,RU,1531427709,93,69.3,139.9,46.98,3.89
477,dwarka,75,IN,1531425600,89,28.58,77.04,84.2,8.05
478,moirang,100,IN,1531427709,93,24.5,93.78,73.71,2.04
479,yarada,80,IN,1531427709,100,17.65,83.27,79.38,26.75
480,bosaso,68,SO,1531427709,75,11.28,49.18,92.52,19.15
481,marzuq,100,YE,1531427710,16,14.4,46.47,89.91,8.86
482,north bend,1,US,1531426500,68,43.41,-124.22,68.0,17.22
483,saint-francois,0,FR,1531425600,49,46.42,3.91,68.0,2.77
484,kendari,92,ID,1531427710,99,-3.99,122.52,70.83,2.55
485,tipitapa,20,NI,1531425600,59,12.2,-86.1,89.6,13.87
486,ust-shonosha,44,RU,1531427711,70,61.15,41.34,64.17,7.4
487,egvekinot,0,RU,1531427711,46,66.32,-179.17,52.83,3.49
488,gola gokarannath,64,IN,1531427711,89,28.07,80.48,79.02,3.27
489,biltine,0,TD,1531427711,55,14.53,20.93,81.09,8.63
490,raudeberg,20,NO,1531426800,82,61.99,5.14,60.8,10.29
491,pakhtakoron,0,UZ,1531427711,55,40.16,68.75,71.91,4.0
492,kruisfontein,68,ZA,1531427712,96,-34.0,24.73,60.3,19.71
493,poco branco,75,BR,1531425600,78,-5.62,-35.66,77.0,13.87
494,qaqortoq,75,GL,1531425000,86,60.72,-46.03,41.0,2.24
495,aracuai,0,BR,1531427697,54,-16.85,-42.07,73.35,9.08
496,buin,76,CL,1531425600,92,-33.73,-70.74,66.2,2.21
497,emerald,0,AU,1531427713,76,-23.53,148.16,40.14,7.4
498,chimoio,40,MZ,1531425600,93,-19.11,33.48,60.8,4.7
499,camabatela,0,AO,1531427713,58,-8.19,15.37,59.67,4.61
500,shelburne,40,CA,1531425600,39,44.08,-80.2,82.4,4.61
501,east wenatchee bench,1,US,1531425300,24,47.43,-120.28,91.4,9.17
502,novoagansk,8,RU,1531427713,62,61.94,76.66,61.2,6.24
503,trat,92,TH,1531427714,100,12.25,102.51,74.88,10.94
504,tiznit,8,MA,1531427714,89,29.7,-9.73,66.96,4.27
505,tommot,64,RU,1531427714,88,58.97,126.27,63.54,2.77
506,asaba,92,NG,1531427714,100,6.19,6.75,70.29,7.02
507,naantali,0,FI,1531426800,77,60.45,22.03,62.6,3.36
508,tagusao,56,PH,1531427714,98,9.19,117.81,79.65,11.32
509,san policarpo,92,PH,1531427715,100,12.18,125.51,77.22,9.31
510,snezhnogorsk,0,RU,1531425600,63,69.19,33.23,60.8,2.24
511,xining,0,CN,1531427715,84,36.62,101.77,43.11,1.36
512,contamana,0,PE,1531427715,53,-7.35,-75.01,83.61,2.82
513,teruel,0,ES,1531425600,78,40.34,-1.11,73.4,8.05
514,matara,75,PE,1531422000,57,-13.74,-72.9,50.0,2.33
515,uyutne,0,UA,1531427542,96,45.2,33.3,76.77,9.75
516,sisimiut,0,GL,1531427644,67,66.94,-53.67,49.95,2.1
517,oranjestad,20,AW,1531425600,66,12.52,-70.03,87.8,25.28
518,panguipulli,90,CL,1531425600,100,-39.64,-72.33,55.4,10.29
519,sao jose da coroa grande,92,BR,1531427716,82,-8.9,-35.15,75.96,8.59
520,bukama,0,CD,1531427717,67,-9.2,25.85,61.29,3.33
521,mantua,40,IT,1531425000,78,45.16,10.79,77.0,2.24
522,tupik,92,RU,1531427717,98,54.43,119.94,58.05,3.04
523,lafiagi,76,NG,1531427717,97,8.85,5.42,74.34,4.79
524,yatou,40,CM,1531425600,88,3.63,9.81,78.8,2.24
525,mizan teferi,44,ET,1531427718,94,6.99,35.58,59.94,1.88
526,macas,92,EC,1531427718,81,-2.3,-78.12,68.13,4.05
527,ola,90,RU,1531425600,100,59.58,151.3,50.0,2.24
528,juneau,90,US,1531425360,71,58.3,-134.42,57.2,5.82
529,astana,0,KZ,1531425600,93,51.13,71.43,64.4,2.04
530,karpogory,20,RU,1531427719,75,64.0,44.44,59.94,2.55
531,granadilla de abona,20,ES,1531427400,68,28.12,-16.58,71.6,18.34
532,bilma,0,NE,1531427719,17,18.69,12.92,84.69,6.4
533,twentynine palms,75,US,1531425360,38,34.14,-116.05,102.2,6.93
534,altavas,88,PH,1531427719,97,11.54,122.49,72.09,3.11
535,antananarivo,20,MG,1531425600,93,-18.91,47.53,48.2,2.24
536,aquidauana,20,BR,1531427720,46,-20.47,-55.78,79.29,3.04
537,atambua,0,ID,1531427720,100,-9.11,124.89,71.64,9.04
538,cabanas,0,ES,1531427400,64,43.42,-8.16,71.6,8.05
539,saint george,0,GR,1531425000,65,39.45,22.34,78.8,2.48
540,benalla,90,AU,1531425600,100,-36.55,145.99,28.4,6.85
541,gold coast,0,AU,1531425600,100,-28.0,153.41,51.8,5.82
542,mujiayingzi,44,CN,1531427721,77,42.12,118.78,67.32,6.4
543,kasempa,20,ZM,1531427721,62,-13.46,25.83,57.69,3.83
544,baiyin,0,CN,1531425600,93,36.55,104.13,57.2,4.47
545,coihaique,75,CL,1531425600,75,-45.58,-72.07,50.0,6.93
546,ahraura,64,IN,1531427722,93,25.02,83.02,79.65,6.13
547,presidencia roque saenz pena,0,AR,1531427483,70,-26.79,-60.44,63.72,3.71
548,tomarovka,0,RU,1531425600,68,50.68,36.23,71.6,2.24
549,karpathos,20,GR,1531425000,83,35.51,27.21,77.0,26.4
550,tura,64,IN,1531427723,97,25.52,90.21,75.33,3.0
551,pisco,0,PE,1531422000,82,-13.71,-76.2,64.4,8.05
552,litovko,92,RU,1531427723,99,49.24,135.18,66.78,2.37
553,port hawkesbury,1,CA,1531425600,63,45.62,-61.36,64.4,13.87
554,burnie,0,AU,1531427723,100,-41.05,145.91,49.32,14.41
555,alindao,32,CF,1531427724,86,5.04,21.21,73.44,2.33
556,leiyang,32,CN,1531427724,87,26.42,112.85,77.22,7.36
557,morant bay,20,JM,1531425600,66,17.88,-76.41,89.6,27.51
558,verkhoyansk,0,RU,1531427725,86,67.55,133.39,52.29,3.71
559,kyren,0,RU,1531427725,89,51.68,102.13,38.07,1.88
560,miajadas,0,ES,1531427725,47,39.15,-5.91,76.77,8.75
561,punta alta,0,AR,1531425600,55,-27.46,-55.82,69.8,9.17
562,finnsnes,75,NO,1531426800,81,69.23,17.98,53.6,2.24
563,karaton,20,ID,1531425600,78,-6.34,106.1,77.0,5.82
564,pacific grove,1,US,1531425240,64,36.62,-121.92,69.8,4.7
565,jacksonville beach,75,US,1531425360,52,30.29,-81.39,91.4,14.99
566,rio gallegos,0,AR,1531425600,64,-51.62,-69.22,35.6,13.87
567,kolondieba,64,ML,1531427727,72,11.09,-6.89,79.83,2.26
568,sao joaquim,68,BR,1531427727,78,-28.29,-49.93,44.73,1.88
569,angoche,0,MZ,1531427727,100,-16.23,39.91,75.87,11.27
570,jonuta,8,MX,1531427727,65,18.08,-92.13,91.17,8.63
571,sola,0,FI,1531426800,72,62.78,29.36,62.6,5.73
